Opelika|AL|32.64541|-85.37828|29527
Oneonta|AL|33.94815|-86.47276|6615
Opp|AL|31.28267|-86.25551|6658
Orange Beach|AL|30.29437|-87.57359|5850
Oxford|AL|33.61427|-85.83496|21249
Ozark|AL|31.45906|-85.64049|14719
Pelham|AL|33.28567|-86.80999|22885
Pell City|AL|33.58621|-86.28609|13646
Phenix City|AL|32.47098|-85.00077|37570
Piedmont|AL|33.92455|-85.61135|4714
Pike Road|AL|32.28431|-86.10302|8274
Pine Level|AL|32.58374|-86.46553|4183
Pinson|AL|33.68899|-86.68332|7438
Pleasant Grove|AL|33.49094|-86.97027|10260
Prattville|AL|32.46402|-86.4597|35420
Priceville|AL|34.52509|-86.89473|3179
Prichard|AL|30.7388|-88.07889|22351
Rainbow City|AL|33.95482|-86.04192|9580
Rainsville|AL|34.49425|-85.84775|5031
Red Bay|AL|34.43982|-88.14087|3131
Roanoke|AL|33.15123|-85.37217|6005
Robertsdale|AL|30.5538|-87.71193|5894
Russellville|AL|34.50787|-87.72864|9847
Saks|AL|33.69871|-85.83969|10744
Saraland|AL|30.82074|-88.07056|13906
Satsuma|AL|30.85324|-88.05611|6182
Scottsboro|AL|34.67231|-86.03415|14722
Selma|AL|32.40736|-87.0211|19519
Semmes|AL|30.77824|-88.25917|3886
Sheffield|AL|34.76509|-87.69864|9108
Smiths Station|AL|32.54014|-85.09855|5300
Southside|AL|33.92454|-86.02247|8572
Spanish Fort|AL|30.67491|-87.91527|8065
Springville|AL|33.77505|-86.47191|4198
Sylacauga|AL|33.17317|-86.25164|12657
Talladega|AL|33.43594|-86.1058|15709
Tallassee|AL|32.53597|-85.89329|4778
Tarrant|AL|33.58344|-86.77277|6210
Theodore|AL|30.54769|-88.17528|6130
Thomasville|AL|31.91349|-87.73584|4051
Tillmans Corner|AL|30.59019|-88.17084|17398
Troy|AL|31.80877|-85.96995|18853
Trussville|AL|33.61983|-86.60888|21023
Tuscaloosa|AL|33.20984|-87.56917|111338
Tuscumbia|AL|34.7312|-87.70253|8474
Tuskegee|AL|32.42415|-85.69096|8817
Union Springs|AL|32.14432|-85.71495|3919
Valley|AL|32.81874|-85.17939|9464
Valley Grande|AL|32.50902|-86.98749|3849
Vestavia Hills|AL|33.44872|-86.78777|34174
Warrior|AL|33.81427|-86.80944|3199
Weaver|AL|33.75205|-85.81135|3091
Wetumpka|AL|32.54374|-86.21191|7994
Winfield|AL|33.92899|-87.81725|4570
Alexander|AR|34.62954|-92.44127|2848
Alma|AR|35.47787|-94.22188|5575
Arkadelphia|AR|34.12093|-93.05378|10745
Ashdown|AR|33.67429|-94.13131|4479
Atkins|AR|35.24647|-92.93656|3051
Austin|AR|34.99842|-91.98376|3383
Bald Knob|AR|35.30981|-91.56791|2908
Barling|AR|35.32565|-94.3016|4740
Batesville|AR|35.7698|-91.64097|10668
Beebe|AR|35.07064|-91.87959|8106
Bella Vista|AR|36.4807|-94.27134|27999
Benton|AR|34.56454|-92.58683|34177
Bentonville|AR|36.37285|-94.20882|44499
Berryville|AR|36.36479|-93.56797|5371
Blytheville|AR|35.9273|-89.91898|14694
Booneville|AR|35.14009|-93.92159|3888
Brinkley|AR|34.88787|-91.19457|2890
Brookland|AR|35.90007|-90.58205|2977
Bryant|AR|34.59593|-92.48905|19986
Cabot|AR|34.97453|-92.01653|25587
Camden|AR|33.58456|-92.83433|11347
Cave Springs|AR|36.26341|-94.23187|3076
Centerton|AR|36.3598|-94.28521|12023
Cherokee Village|AR|36.29784|-91.51597|4603
Clarksville|AR|35.47147|-93.46657|9433
Clinton|AR|35.59147|-92.46044|2538
Conway|AR|35.0887|-92.4421|64980
Corning|AR|36.40784|-90.57983|3162
Crossett|AR|33.12818|-91.96124|5220
Dardanelle|AR|35.22314|-93.15795|4659
De Queen|AR|34.03789|-94.34132|6707
De Witt|AR|34.29288|-91.3379|3292
Dermott|AR|33.52539|-91.43595|2720
Dumas|AR|33.88705|-91.49179|4323
East End|AR|34.55065|-92.34099|6998
El Dorado|AR|33.20763|-92.66627|18386
Elkins|AR|36.00147|-94.00825|2946
England|AR|34.54426|-91.96903|2765
Farmington|AR|36.04202|-94.24715|6701
Fayetteville|AR|36.06258|-94.15743|82830
Fordyce|AR|33.81372|-92.41293|4027
Forrest City|AR|35.00815|-90.78983|14672
Fort Smith|AR|35.38592|-94.39855|88194
Gentry|AR|36.26758|-94.48466|3397
Gibson|AR|34.88426|-92.2357|3543
Gosnell|AR|35.95979|-89.97203|2689
Gravel Ridge|AR|34.86842|-92.1907|2902
Gravette|AR|36.42202|-94.45355|3232
Green Forest|AR|36.33535|-93.43602|2769
Greenbrier|AR|35.23397|-92.38765|5296
Greenwood|AR|35.21565|-94.25577|9322
Hamburg|AR|33.22818|-91.79763|2791
Harrison|AR|36.22979|-93.10768|13138
Haskell|AR|34.50148|-92.63655|4480
Heber Springs|AR|35.49147|-92.03126|7156
Helena|AR|34.52955|-90.59177|5548
Hope|AR|33.66706|-93.59157|9891
Hot Springs|AR|34.5037|-93.05518|35635
Hot Springs Village|AR|34.67204|-92.99879|12807
Hoxie|AR|36.05035|-90.97512|2680
Jacksonville|AR|34.8662|-92.11015|28643
Johnson|AR|36.13286|-94.16548|3634
Jonesboro|AR|35.8423|-90.70428|73907
Lake Village|AR|33.32873|-91.28178|2575
Landmark|AR|34.6112|-92.3196|3555
Little Flock|AR|36.38591|-94.1352|2748
Little Rock|AR|34.74648|-92.28959|202591
Lonoke|AR|34.78398|-91.89986|4249
Lowell|AR|36.25535|-94.13076|8549
Magnolia|AR|33.26707|-93.23933|11669
Malvern|AR|34.36231|-92.81295|10928
Manila|AR|35.88007|-90.16704|3736
Marianna|AR|34.77371|-90.75761|3766
Marion|AR|35.21453|-90.19648|12292
Marked Tree|AR|35.53286|-90.42066|2501
Maumelle|AR|34.86676|-92.40432|17931
McGehee|AR|33.629|-91.39956|3919
Mena|AR|34.58622|-94.23966|5653
Monticello|AR|33.629|-91.79096|9820
Morrilton|AR|35.15092|-92.74405|6738
Mountain View|AR|35.86841|-92.11765|2837
Mountain Home|AR|36.33534|-92.38516|12330
Nashville|AR|33.94567|-93.84713|4479
Newport|AR|35.6048|-91.2818|7767
North Crossett|AR|33.16568|-91.94152|3119
North Little Rock|AR|34.76954|-92.26709|66504
Osceola|AR|35.70508|-89.96953|7233
Ozark|AR|35.48703|-93.8277|3590
Paragould|AR|36.0584|-90.49733|27900
Paris|AR|35.29203|-93.72992|3443
Pea Ridge|AR|33.92066|-91.33679|2879
Pea Ridge|AR|36.45396|-94.1152|5242
Piggott|AR|36.38284|-90.19065|3655
Pine Bluff|AR|34.22843|-92.0032|44772
Piney|AR|34.50314|-93.12602|4699
Pocahontas|AR|36.26146|-90.97123|6438
Pottsville|AR|35.24814|-93.04906|3082
Prairie Grove|AR|35.97591|-94.31771|5186
Prescott|AR|33.80261|-93.38101|3133
Rockwell|AR|34.46426|-93.13379|3780
Rogers|AR|36.33202|-94.11854|63159
Russellville|AR|35.27842|-93.13379|29166
Salem|AR|34.62898|-92.55822|2607
Searcy|AR|35.25064|-91.73625|24196
Shannon Hills|AR|34.62009|-92.39543|3786
Sheridan|AR|34.30704|-92.40127|4812
Siloam Springs|AR|36.18814|-94.5405|16081
Springdale|AR|36.18674|-94.12881|77859
Stuttgart|AR|34.50037|-91.55263|9056
Texarkana|AR|33.44179|-94.03769|30353
Tontitown|AR|36.17786|-94.23354|2811
Trumann|AR|35.67369|-90.50733|7145
Van Buren|AR|35.43676|-94.34827|23081
Vilonia|AR|35.08398|-92.20793|4439
Waldron|AR|34.89843|-94.09076|3442
Walnut Ridge|AR|36.0684|-90.95595|4673
Ward|AR|35.03036|-91.95042|4704
Warren|AR|33.61261|-92.06458|5804
West Fork|AR|35.92425|-94.18854|2543
West Helena|AR|34.55066|-90.64177|7679
West Memphis|AR|35.14648|-90.18454|25052
White Hall|AR|34.27399|-92.09098|5180
Wynne|AR|35.22453|-90.78678|8193
Adams Morgan|DC|38.9215|-77.0422|15830
Anacostia|DC|38.8665|-76.98386|11789
Barry Farms|DC|38.8565|-76.99136|4129
Bellevue|DC|38.82678|-77.0197|9643
Benning|DC|38.89511|-76.94886|8978
Bloomingdale|DC|38.91678|-77.01137|4980
Brentwood Village|DC|38.92094|-76.98442|11359
Brightwood|DC|38.96122|-77.02748|17624
Brookland|DC|38.93289|-76.98414|8259
Capitol Hill|DC|38.889|-77.00025|15056
Chevy Chase|DC|38.981|-77.083|9545
Cleveland Park|DC|38.93622|-77.06553|9790
Columbia Heights|DC|38.92567|-77.02942|38000
Congress Heights|DC|38.84289|-77.00025|8180
Deanwood|DC|38.89845|-76.92942|9895
Dupont Circle|DC|38.90844|-77.04414|23226
Foggy Bottom|DC|38.9015|-77.0622|22146
Fort Lincoln|DC|38.92233|-76.95636|6367
Georgetown|DC|38.90483|-77.06248|11887
Glover Park|DC|38.92094|-77.0772|8124
Hillcrest|DC|38.86206|-76.95803|10205
Ivy City|DC|38.91122|-76.9847|5264
Kenilworth|DC|38.90595|-76.94025|7679
Lincoln Heights|DC|38.89456|-76.92886|8858
Mount Pleasant|DC|38.93067|-77.04081|35842
Park View|DC|38.93206|-77.02359|18796
Pennsylvania Avenue SE|DC|38.86817|-76.95803|5151
Petworth|DC|38.94594|-77.02498|18983
Pleasant Plains|DC|38.93067|-77.03025|21174
Riggs Park|DC|38.95428|-76.99414|9125
Shaw|DC|38.91206|-77.02137|17639
Tenleytown|DC|38.94956|-77.08581|5684
Washington|DC|38.89511|-77.03637|689545
Woodley Park|DC|38.92872|-77.05581|9856
Woodridge|DC|38.93122|-76.97109|6671
Bear|DE|39.62928|-75.65826|19371
Brookside|DE|39.66706|-75.72688|14353
Camden|DE|39.11345|-75.54187|3505
Claymont|DE|39.80067|-75.45964|8253
Clayton|DE|39.29067|-75.63437|3123
Dover|DE|39.15817|-75.52437|39403
Edgemoor|DE|39.75011|-75.49964|5677
Elsmere|DE|39.73928|-75.59798|6146
Georgetown|DE|38.69011|-75.38547|7051
Glasgow|DE|39.60483|-75.74521|14303
Harrington|DE|38.92372|-75.5777|3691
Highland Acres|DE|39.12095|-75.52187|3459
Hockessin|DE|39.78761|-75.6966|13527
Laurel|DE|38.5565|-75.57131|4075
Lewes|DE|38.77456|-75.13935|3010
Middletown|DE|39.44956|-75.71632|20372
Milford|DE|38.91261|-75.42797|10252
Millsboro|DE|38.5915|-75.2913|4216
Milton|DE|38.77761|-75.30991|2824
Nassau|DE|38.75206|-75.18769|3699
New Castle|DE|39.65948|-75.56359|5382
Newark|DE|39.68372|-75.74966|33817
North Star|DE|39.76122|-75.7191|7980
Pike Creek|DE|39.73095|-75.7041|7898
Pike Creek Valley|DE|39.73622|-75.69827|11217
Seaford|DE|38.64123|-75.61104|7586
Smyrna|DE|39.29983|-75.60465|11319
Wilmington|DE|39.74595|-75.54659|70898
Wilmington Manor|DE|39.68678|-75.58437|7889
Aberdeen|FL|26.55063|-80.14866|2672
Alachua|FL|29.75163|-82.42483|9757
Allapattah|FL|25.81454|-80.22394|54289
Altamonte Springs|FL|28.66111|-81.36562|43159
Alturas|FL|27.87169|-81.71508|4185
Alva|FL|26.71562|-81.61008|2596
Andover|FL|25.96843|-80.21283|9877
Apollo Beach|FL|27.77308|-82.40759|14055
Apopka|FL|28.67617|-81.51186|48382
Arcadia|FL|27.21588|-81.85842|7851
Asbury Lake|FL|30.04913|-81.82149|8700
Atlantic Beach|FL|30.33441|-81.3987|13193
Auburndale|FL|28.0653|-81.78869|15035
Ave Maria|FL|26.33667|-81.43806|6242
Aventura|FL|25.95648|-80.13921|37649
Avon Park|FL|27.59587|-81.50619|10086
Azalea Park|FL|28.54111|-81.30062|12556
Bagdad|FL|30.5988|-87.03223|3761
Bal Harbour|FL|25.89176|-80.12699|2877
Bartow|FL|27.89641|-81.84314|18972
Bay Harbor Islands|FL|25.88759|-80.13116|6036
Bay Hill|FL|28.46806|-81.51618|4884
Bay Pines|FL|27.81419|-82.77816|2931
Bayonet Point|FL|28.32667|-82.68343|23467
Bayshore Gardens|FL|27.42532|-82.59038|16323
Beacon Square|FL|28.20862|-82.75538|7224
Bee Ridge|FL|27.28394|-82.48065|9598
Belle Glade|FL|26.68451|-80.66756|18251
Belle Isle|FL|28.45834|-81.35924|6689
Belleair|FL|27.93585|-82.80621|3992
Belleview|FL|29.05526|-82.06231|4765
Bellview|FL|30.46159|-87.31497|23355
Beverly Hills|FL|28.91692|-82.45815|8445
Big Pine Key|FL|24.66987|-81.35397|4252
Biscayne Park|FL|25.8826|-80.1806|3216
Bithlo|FL|28.55472|-81.10645|8268
Bloomingdale|FL|27.89364|-82.24037|22711
Boca Del Mar|FL|26.34508|-80.14671|24244
Boca Pointe|FL|26.33313|-80.15949|4073
Boca Raton|FL|26.35869|-80.0831|93235
Bonifay|FL|30.79186|-85.67965|2726
Bonita Springs|FL|26.33981|-81.7787|51704
Bowling Green|FL|27.63837|-81.82397|2919
Boyette|FL|27.81753|-82.22259|6518
Boynton Beach|FL|26.52535|-80.06643|73966
Bradenton|FL|27.49893|-82.57482|54437
Brandon|FL|27.9378|-82.28592|103483
Brent|FL|30.46881|-87.23608|21804
Broadview Park|FL|26.09953|-80.20866|7125
Brookridge|FL|28.5511|-82.49204|4420
Brooksville|FL|28.55554|-82.38991|7854
Broward Estates|FL|26.12564|-80.19338|3777
Brownsville|FL|25.82176|-80.24116|15313
Buckingham|FL|26.67507|-81.73203|4036
Buenaventura Lakes|FL|28.33584|-81.35313|26079
Bunche Park|FL|25.92065|-80.23699|4080
Bunnell|FL|29.46609|-81.25784|2828
Bushnell|FL|28.66499|-82.11286|2995
Butler Beach|FL|29.7983|-81.26701|4951
Callaway|FL|30.15298|-85.56993|14405
Cantonment|FL|30.60853|-87.33998|26493
Cape Canaveral|FL|28.40584|-80.60477|9912
Cape Coral|FL|26.56285|-81.94953|175229
Carol City|FL|25.94065|-80.2456|63031
Carrabelle|FL|29.85326|-84.66435|2729
Carrollwood|FL|28.05002|-82.49287|33365
Carrollwood Village|FL|28.06752|-82.52093|40949
Carver Ranches|FL|25.98842|-80.19227|4406
Casselberry|FL|28.67778|-81.32785|27056
Cedar Grove|FL|30.17103|-85.6252|3397
Celebration|FL|28.32529|-81.53313|7427
Charlotte Harbor|FL|26.95839|-82.06703|3714
Chattahoochee|FL|30.70546|-84.84574|3144
Cheval|FL|28.14862|-82.51454|10702
Chipley|FL|30.78186|-85.53854|3565
Citra|FL|29.41192|-82.10982|5732
Citrus Hills|FL|28.88831|-82.4326|7470
Citrus Park|FL|28.07835|-82.56982|24252
Citrus Ridge|FL|28.33385|-81.64232|13285
Citrus Springs|FL|28.99748|-82.47065|8622
Clarcona|FL|28.61278|-81.49868|2990
Clearwater|FL|27.96585|-82.8001|117292
Clermont|FL|28.54944|-81.77285|32390
Clewiston|FL|26.75423|-80.93368|7505
Cleveland|FL|26.96173|-81.98398|2990
Cocoa|FL|28.38612|-80.742|17711
Cocoa Beach|FL|28.32055|-80.60922|11595
Coconut Creek|FL|26.25175|-80.17894|59302
Coconut Grove|FL|25.7126|-80.25699|20076
Combee Settlement|FL|28.05835|-81.90536|5577
Conway|FL|28.50278|-81.33062|13467
Cooper City|FL|26.05731|-80.27172|35364
Coral Gables|FL|25.72149|-80.26838|51117
Coral Springs|FL|26.27119|-80.2706|129485
Coral Terrace|FL|25.74593|-80.3045|24376
Cortez|FL|27.46921|-82.68621|4241
Country Walk|FL|25.63399|-80.43228|15997
Country Club|FL|25.94815|-80.317|47105
Crawfordville|FL|30.17604|-84.37518|3702
Crestview|FL|30.76213|-86.57051|23270
Crystal Lake|FL|28.03558|-81.90841|5514
Crystal River|FL|28.90248|-82.5926|3089
Cutler|FL|25.6151|-80.31061|18117
Cutler Ridge|FL|25.58066|-80.34672|26831
Cypress Gardens|FL|27.99391|-81.69008|8917
Cypress Lake|FL|26.53813|-81.89925|11846
Dade City|FL|28.36472|-82.19592|6955
Dania Beach|FL|26.05231|-80.14393|31446
Davenport|FL|28.1614|-81.60174|3534
Davie|FL|26.06287|-80.2331|100882
Daytona Beach|FL|29.21081|-81.02283|72647
Daytona Beach Shores|FL|29.17609|-80.98283|4389
DeFuniak Springs|FL|30.72102|-86.11522|5795
DeLand|FL|29.02832|-81.30312|30195
De Leon Springs|FL|29.11989|-81.35286|2614
DeBary|FL|28.88305|-81.30868|19998
Deerfield Beach|FL|26.31841|-80.09977|79768
Delray Beach|FL|26.46146|-80.07282|66255
Deltona|FL|28.90054|-81.26367|88474
Desoto Lakes|FL|27.37143|-82.48982|3646
Destin|FL|30.39353|-86.49578|13523
Doctor Phillips|FL|28.44945|-81.49229|10981
Doral|FL|25.81954|-80.35533|75874
Dover|FL|27.99419|-82.21953|3702
Dundee|FL|28.02252|-81.61924|4090
Dunedin|FL|28.0199|-82.77323|36164
East Lake|FL|28.11085|-82.69482|30962
East Milton|FL|30.61519|-87.02163|11074
East Naples|FL|26.13842|-81.76648|22951
East Pensacola Heights|FL|30.42881|-87.17997|54104
East Perrine|FL|25.60872|-80.33894|7156
Edgewater|FL|28.98888|-80.90228|21566
Edgewood|FL|28.48612|-81.37229|2795
Eglin Village|FL|30.46298|-86.5394|7000
Egypt Lake-Leto|FL|28.01769|-82.50619|35282
Elfers|FL|28.21668|-82.72232|13986
Ellenton|FL|27.52171|-82.5276|4275
Eloise|FL|27.99474|-81.73813|23366
Englewood|FL|26.96201|-82.3526|14863
Ensley|FL|30.51881|-87.27275|20602
Estero|FL|26.43814|-81.80675|30799
Eustis|FL|28.85277|-81.68535|19986
Fairview Shores|FL|28.59111|-81.39424|10239
Feather Sound|FL|27.90079|-82.67349|3420
Fellsmere|FL|27.76781|-80.60144|5514
Fern Park|FL|28.64916|-81.35118|7704
Fernandina Beach|FL|30.66968|-81.46259|12339
Ferry Pass|FL|30.5102|-87.21247|28921
Fish Hawk|FL|27.85058|-82.21092|14087
Flagami|FL|25.76232|-80.31616|50834
Flagler Beach|FL|29.47498|-81.127|4869
Fleming Island|FL|30.0933|-81.71898|27126
Floral City|FL|28.74999|-82.29676|5217
Florida City|FL|25.44789|-80.47922|13085
Florida Ridge|FL|27.58031|-80.38672|18164
Forest City|FL|28.66678|-81.44334|13854
Fort Lauderdale|FL|26.12231|-80.14338|183146
Fort Meade|FL|27.75225|-81.80175|5975
Fort Myers|FL|26.62168|-81.84059|74013
Fort Myers Beach|FL|26.45271|-81.95011|6983
Fort Myers Shores|FL|26.70924|-81.74592|5487
Fort Pierce|FL|27.44671|-80.32561|44484
Fort Walton Beach|FL|30.42059|-86.61707|21817
Fountainebleau|FL|25.77288|-80.34783|59764
Frostproof|FL|27.74586|-81.53063|3134
Fruit Cove|FL|30.11107|-81.64176|29362
Fruitland Park|FL|28.86138|-81.90647|4483
Fruitville|FL|27.32977|-82.4576|13224
Fuller Heights|FL|27.90919|-81.99814|8758
Fussels Corner|FL|28.05419|-81.86064|5561
Gainesville|FL|29.65163|-82.32483|145214
Gateway|FL|26.57757|-81.75036|8401
Geneva|FL|28.73972|-81.11506|2940
Gibsonia|FL|28.11474|-81.97369|4571
Gibsonton|FL|27.85364|-82.38259|14234
Gifford|FL|27.67531|-80.40922|9590
Gladeview|FL|25.83926|-80.2356|11535
Glencoe|FL|29.02582|-80.972|2582
Glenvar Heights|FL|25.7076|-80.32561|16898
Golden Gate|FL|26.18787|-81.69509|23961
Golden Glades|FL|25.91176|-80.20033|33145
Goldenrod|FL|28.61028|-81.28868|12039
Gonzalez|FL|30.58158|-87.29136|13273
Goulding|FL|30.44298|-87.22247|4102
Goulds|FL|25.56261|-80.38228|11446
Green Cove Springs|FL|29.99191|-81.67815|7277
Greenacres City|FL|26.62368|-80.12532|32963
Groveland|FL|28.55805|-81.85119|11528
Gulf Breeze|FL|30.35714|-87.16386|6323
Gulf Gate Estates|FL|27.25173|-82.51471|10911
Gulfport|FL|27.74836|-82.70343|12322
Haines City|FL|28.1145|-81.62009|22807
Hallandale Beach|FL|25.9812|-80.14838|39488
Harbor Bluffs|FL|27.90947|-82.8276|2860
Harbour Heights|FL|26.99089|-82.00231|2987
Harlem|FL|26.73757|-80.9509|2658
Heathrow|FL|28.76333|-81.37225|5896
Hernando|FL|28.89998|-82.37454|9054
Hialeah|FL|25.8576|-80.27811|237069
Hialeah Gardens|FL|25.8651|-80.3245|23926
High Springs|FL|29.82691|-82.59678|5831
Highland Beach|FL|26.39952|-80.0656|3729
Highland City|FL|27.9653|-81.87786|10834
Hilliard|FL|30.69107|-81.91733|3154
Hobe Sound|FL|27.0595|-80.13643|11521
Holden Heights|FL|28.49667|-81.38785|3679
Holiday|FL|28.18779|-82.73955|22403
Holly Hill|FL|29.24359|-81.03756|11943
Hollywood|FL|26.0112|-80.14949|149728
Holmes Beach|FL|27.49532|-82.71093|4199
Homestead|FL|25.46872|-80.47756|80737
Homosassa|FL|28.78137|-82.6151|2578
Homosassa Springs|FL|28.80359|-82.57593|13791
Hudson|FL|28.36445|-82.69343|12158
Hunters Creek|FL|28.36056|-81.42229|14321
Hypoluxo|FL|26.56646|-80.05337|2719
Immokalee|FL|26.41869|-81.4173|24154
Indialantic|FL|28.08946|-80.56561|2837
Indian Harbour Beach|FL|28.1489|-80.58839|8471
Indian River Estates|FL|27.36449|-80.30977|6220
Indian River Shores|FL|27.7167|-80.38422|4156
Indian Rocks Beach|FL|27.8753|-82.85122|4113
Indiantown|FL|27.02728|-80.48561|6083
Inverness|FL|28.83582|-82.33037|7233
Inwood|FL|28.03697|-81.76508|6403
Iona|FL|26.52036|-81.96398|15369
Islamorada|FL|24.9243|-80.62784|7131
Isle of Normandy|FL|25.85287|-80.13505|8841
Ives Estates|FL|25.96231|-80.17671|19525
Jacksonville|FL|30.33218|-81.65565|1009833
Jacksonville Beach|FL|30.29469|-81.39314|23064
Jan-Phyl Village|FL|28.01474|-81.77175|5573
Jasmine Estates|FL|28.29306|-82.6901|18989
Jasper|FL|30.51827|-82.94819|4155
Jensen Beach|FL|27.25449|-80.22977|11707
June Park|FL|28.07224|-80.68006|4094
Juno Beach|FL|26.87978|-80.05337|3474
Jupiter|FL|26.93422|-80.09421|62707
Kathleen|FL|28.12085|-82.02314|6332
